Edible?,Cap-shape,Cap-surface,Cap-color,Bruises?,Odor,Gill-attacment,Gill-spacing,Gill-size,Gill-color,Stalk-shape,Stalk-root,Stalk-surface-above-ring,Stalk-surface-below-ring,Stalk-color-above-ring,Stalk-color-below-ring,Veil-Type,Veil-Color,Ring-number,Ring-Type,Spore-print-color,Population,Habitat,Species
p,k,f,n,f,n,f,w,n,w,e,,s,s,n,n,p,w,o,e,w,y,l,Lepiota acutesquamosa
p,x,f,n,f,n,f,w,n,w,e,,f,s,n,n,p,w,o,e,w,y,l,Lepiota acutesquamosa
p,f,y,n,f,n,f,w,n,w,e,,f,s,n,n,p,w,o,e,w,y,l,Lepiota acutesquamosa
p,x,f,n,f,n,f,w,n,w,e,,s,f,n,n,p,w,o,e,w,y,l,Lepiota acutesquamosa
p,x,y,n,f,n,f,w,n,w,e,,s,f,n,n,p,w,o,e,w,s,l,Lepiota acutesquamosa
p,x,y,c,f,n,f,w,n,w,e,,f,f,n,n,p,w,o,e,w,s,l,Lepiota acutesquamosa
e,f,,y,t,a,f,c,b,n,e,,k,y,w,w,p,w,o,p,n,y,p,Agaricus augustus
e,f,,y,t,l,f,c,b,p,e,,k,y,w,w,p,w,o,p,n,s,g,Agaricus augustus
e,f,,n,t,a,f,c,b,w,e,,k,y,w,w,p,w,o,p,n,y,p,Agaricus augustus
e,x,,y,t,a,f,c,b,n,e,,k,y,w,w,p,w,o,p,n,y,g,Agaricus augustus
e,x,,y,t,l,f,c,b,w,e,,k,y,w,w,p,w,o,p,n,s,g,Agaricus augustus
e,x,,y,t,a,f,c,b,n,e,,k,y,w,w,p,w,o,p,n,y,p,Agaricus augustus
e,x,,y,t,a,f,c,b,n,e,,k,y,w,w,p,w,o,p,n,y,g,Agaricus augustus
e,x,,n,t,a,f,c,b,p,e,,k,y,w,w,p,w,o,p,n,s,p,Agaricus augustus
e,f,,y,t,l,f,c,b,p,e,,k,y,w,w,p,w,o,p,n,s,p,Agaricus augustus
e,f,,n,t,a,f,c,b,n,e,,k,y,w,w,p,w,o,p,n,s,p,Agaricus augustus
e,x,,n,t,a,f,c,b,w,e,,k,y,w,w,p,w,o,p,n,s,p,Agaricus augustus
e,x,,y,t,l,f,c,b,w,e,,k,y,w,w,p,w,o,p,n,s,g,Agaricus augustus
e,x,,n,t,l,f,c,b,p,e,,k,y,w,w,p,w,o,p,n,y,p,Agaricus augustus
e,f,,n,t,a,f,c,b,p,e,,k,y,w,w,p,w,o,p,n,s,p,Agaricus augustus
e,x,,y,t,l,f,c,b,w,e,,k,y,w,w,p,w,o,p,n,s,g,Agaricus augustus
e,f,,y,t,l,f,c,b,n,e,,k,y,w,w,p,w,o,p,n,y,g,Agaricus augustus
e,x,,n,t,l,f,c,b,p,e,,k,y,w,w,p,w,o,p,n,s,p,Agaricus augustus
e,f,,n,t,l,f,c,b,p,e,,k,y,w,w,p,w,o,p,n,s,g,Agaricus augustus
e,x,,n,t,l,f,c,b,p,e,,k,y,w,w,p,w,o,p,n,y,p,Agaricus augustus
e,x,,y,t,l,f,c,b,w,e,,k,y,w,w,p,w,o,p,n,s,g,Agaricus augustus
e,f,,n,t,l,f,c,b,n,e,,k,y,w,w,p,w,o,p,n,y,p,Agaricus augustus
e,f,,n,t,a,f,c,b,p,e,,k,y,w,w,p,w,o,p,n,s,g,Agaricus augustus
e,f,,y,t,l,f,c,b,w,e,,k,y,w,w,p,w,o,p,n,s,p,Agaricus augustus
e,f,,n,t,l,f,c,b,n,e,,k,y,w,w,p,w,o,p,n,y,p,Agaricus augustus
e,x,,n,t,l,f,c,b,n,e,,k,y,w,w,p,w,o,p,n,s,p,Agaricus augustus
e,x,s,b,t,n,f,c,b,e,e,,s,s,w,w,p,w,o,e,w,c,w,Lepiota americana
e,f,s,p,t,n,f,c,b,e,e,,s,s,w,w,p,w,o,e,w,y,w,Lepiota americana
e,k,s,c,t,n,f,c,b,e,e,,s,s,w,w,p,w,o,e,w,c,w,Lepiota americana
e,f,s,n,t,n,f,c,b,e,e,,s,s,w,w,p,w,o,e,w,y,w,Lepiota americana
e,k,y,p,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,e,w,y,w,Lepiota americana
e,f,s,n,t,n,f,c,b,e,e,,s,s,w,w,p,w,o,e,w,c,w,Lepiota americana
e,f,s,n,t,n,f,c,b,e,e,,s,s,w,w,p,w,o,e,w,c,w,Lepiota americana
e,f,y,b,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,e,w,y,w,Lepiota americana
e,k,s,c,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,e,w,c,w,Lepiota americana
e,k,y,p,t,n,f,c,b,e,e,,s,s,w,w,p,w,o,e,w,y,w,Lepiota americana
e,f,y,c,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,e,w,c,w,Lepiota americana
e,f,s,c,t,n,f,c,b,e,e,,s,s,w,w,p,w,o,e,w,y,w,Lepiota americana
e,f,s,b,t,n,f,c,b,e,e,,s,s,w,w,p,w,o,e,w,c,w,Lepiota americana
e,x,y,n,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,e,w,y,w,Lepiota americana
e,k,y,p,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,e,w,c,w,Lepiota americana
e,x,s,c,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,e,w,c,w,Lepiota americana
e,x,s,n,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,e,w,c,w,Lepiota americana
e,x,s,n,t,n,f,c,b,e,e,,s,s,w,w,p,w,o,e,w,y,w,Lepiota americana
e,f,s,b,t,n,f,c,b,e,e,,s,s,w,w,p,w,o,e,w,y,w,Lepiota americana
e,x,s,p,t,n,f,c,b,e,e,,s,s,w,w,p,w,o,e,w,c,w,Lepiota americana
e,x,y,b,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,e,w,c,w,Lepiota americana
e,f,y,e,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,e,w,y,w,Lepiota americana
e,x,y,e,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,e,w,y,w,Lepiota americana
e,x,y,c,t,n,f,c,b,e,e,,s,s,w,w,p,w,o,e,w,c,w,Lepiota americana
e,x,s,c,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,e,w,y,w,Lepiota americana
e,f,f,c,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,z,w,y,p,Lepiota rachodes
e,f,f,c,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,z,w,c,p,Lepiota rachodes
e,f,s,p,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,z,w,s,p,Lepiota rachodes
e,x,f,g,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,z,w,s,p,Lepiota rachodes
e,f,s,c,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,z,w,c,p,Lepiota rachodes
e,f,f,n,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,z,w,s,p,Lepiota rachodes
e,x,s,c,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,z,w,y,p,Lepiota rachodes
e,f,s,g,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,z,w,s,p,Lepiota rachodes
e,x,s,p,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,z,w,y,p,Lepiota rachodes
e,x,s,g,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,z,w,s,p,Lepiota rachodes
e,f,f,c,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,z,w,y,p,Lepiota rachodes
e,f,f,c,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,z,w,c,p,Lepiota rachodes
e,x,s,c,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,z,w,y,p,Lepiota rachodes
e,x,f,c,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,z,w,y,p,Lepiota rachodes
e,f,s,g,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,z,w,c,p,Lepiota rachodes
e,x,f,n,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,z,w,c,p,Lepiota rachodes
e,x,f,p,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,z,w,y,p,Lepiota rachodes
e,x,s,c,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,z,w,y,p,Lepiota rachodes
e,f,f,p,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,z,w,y,p,Lepiota rachodes
e,f,f,g,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,z,w,c,p,Lepiota rachodes
e,x,s,p,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,z,w,s,p,Lepiota rachodes
e,f,f,g,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,z,w,y,p,Lepiota rachodes
e,f,s,c,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,z,w,s,p,Lepiota rachodes
e,f,f,c,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,z,w,s,p,Lepiota rachodes
e,x,f,c,t,n,f,c,b,w,e,,s,s,w,w,p,w,o,z,w,c,p,Lepiota rachodes
p,x,s,w,,f,f,c,n,p,e,b,s,s,w,w,p,w,o,p,n,v,d,Agaricus hondensis
p,x,f,p,,f,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d,Agaricus hondensis
p,x,s,g,,f,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,v,d,Agaricus hondensis
p,x,f,g,,f,f,w,n,n,e,b,s,s,w,w,p,w,o,f,n,s,d,Agaricus hondensis
p,x,f,g,,c,f,c,n,p,e,b,s,s,w,w,p,w,o,f,n,v,d,Agaricus hondensis
p,x,f,w,,f,f,w,n,u,e,b,s,s,w,w,p,w,o,f,n,s,d,Agaricus hondensis
p,x,f,g,,f,f,c,n,u,e,b,s,s,w,w,p,w,o,f,n,s,d,Agaricus hondensis
p,x,s,w,,c,f,w,n,g,e,b,s,s,w,w,p,w,o,f,n,s,d,Agaricus hondensis
p,x,f,g,,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,s,d,Agaricus hondensis
p,x,f,w,,f,f,w,n,p,e,b,s,s,w,w,p,w,o,f,n,s,d,Agaricus hondensis
p,x,f,w,,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d,Agaricus hondensis
p,x,f,w,,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d,Agaricus hondensis
p,x,s,w,,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d,Agaricus hondensis
p,x,f,p,,c,f,c,n,p,e,b,s,s,w,w,p,w,o,f,n,s,d,Agaricus hondensis
p,x,s,p,,f,f,c,n,g,e,b,s,s,w,w,p,w,o,f,n,s,d,Agaricus hondensis
p,x,f,w,,f,f,c,n,g,e,b,s,s,w,w,p,w,o,f,n,v,d,Agaricus hondensis
p,x,s,p,,c,f,c,n,n,e,b,s,s,w,w,p,w,o,f,n,s,d,Agaricus hondensis
p,x,f,p,,c,f,c,n,p,e,b,s,s,w,w,p,w,o,f,n,s,d,Agaricus hondensis
p,x,f,p,,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d,Agaricus hondensis
p,x,s,p,,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d,Agaricus hondensis
p,x,s,p,,f,f,w,n,n,e,b,s,s,w,w,p,w,o,f,n,s,d,Agaricus hondensis
p,x,s,p,,f,f,c,n,u,e,b,s,s,w,w,p,w,o,f,n,v,d,Agaricus hondensis
p,x,f,g,,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d,Agaricus hondensis
p,x,f,g,,f,f,c,n,u,e,b,s,s,w,w,p,w,o,f,n,v,d,Agaricus hondensis
p,x,s,w,,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,s,d,Agaricus hondensis
p,x,f,w,f,n,f,c,n,w,e,,s,s,w,w,p,w,o,e,w,,d,Lepiota artodisca
p,k,f,w,f,n,f,c,n,w,e,,s,s,w,w,p,w,o,e,w,,d,Lepiota artodisca
p,x,f,w,f,n,f,c,n,w,e,,s,s,w,w,p,w,o,e,w,,p,Lepiota artodisca
p,x,f,w,f,n,f,c,n,w,e,,s,s,w,w,p,w,o,e,w,,p,Lepiota artodisca
p,x,f,w,f,n,f,c,n,w,e,,s,s,w,w,p,w,o,e,w,,p,Lepiota artodisca
p,x,f,w,f,n,f,c,n,w,e,,s,s,w,w,p,w,o,e,w,,d,Lepiota artodisca
p,k,f,w,f,n,f,c,n,w,e,,s,s,w,w,p,w,o,e,w,,d,Lepiota artodisca
p,f,f,w,f,n,f,c,n,w,e,,s,s,w,w,p,w,o,e,w,,p,Lepiota artodisca
p,k,f,w,f,n,f,c,n,w,e,,s,s,w,w,p,w,o,e,w,,d,Lepiota artodisca
p,x,f,w,f,n,f,c,n,w,e,,s,s,w,w,p,w,o,e,w,,p,Lepiota artodisca
p,x,f,w,f,n,f,c,n,w,e,,s,s,w,w,p,w,o,e,w,,p,Lepiota artodisca
p,x,f,w,f,n,f,c,n,w,e,,s,s,w,w,p,w,o,e,w,,d,Lepiota artodisca
p,k,f,w,f,n,f,c,n,w,e,,s,s,w,w,p,w,o,e,w,,d,Lepiota artodisca
p,x,f,w,f,n,f,c,n,w,e,,s,s,w,w,p,w,o,e,w,,d,Lepiota artodisca
p,x,f,w,f,n,f,c,n,w,e,,s,s,w,w,p,w,o,e,w,,d,Lepiota artodisca
p,k,f,w,f,n,f,c,n,w,e,,s,s,w,w,p,w,o,e,w,,p,Lepiota artodisca
p,k,f,w,f,n,f,c,n,w,e,,s,s,w,w,p,w,o,e,w,,d,Lepiota artodisca
p,f,f,w,f,n,f,c,n,w,e,,s,s,w,w,p,w,o,e,w,,p,Lepiota artodisca
p,x,f,w,f,n,f,c,n,w,e,,s,s,w,w,p,w,o,e,w,,p,Lepiota artodisca
p,f,f,w,f,n,f,c,n,w,e,,s,s,w,w,p,w,o,e,w,,p,Lepiota artodisca
p,f,f,w,f,n,f,c,n,w,e,,s,s,w,w,p,w,o,e,w,,p,Lepiota artodisca
p,x,f,w,f,n,f,c,n,w,e,,s,s,w,w,p,w,o,e,w,,p,Lepiota artodisca
p,x,f,w,f,n,f,c,n,w,e,,s,s,w,w,p,w,o,e,w,,d,Lepiota artodisca
p,k,f,w,f,n,f,c,n,w,e,,s,s,w,w,p,w,o,e,w,,p,Lepiota artodisca
p,k,f,w,f,n,f,c,n,w,e,,s,s,w,w,p,w,o,e,w,,d,Lepiota artodisca
e,f,f,n,,,f,c,n,p,e,,s,s,w,w,p,w,o,p,n,v,u,Agaricus bitorquis
e,f,f,n,,,f,c,n,n,e,,s,s,w,w,p,w,o,p,k,y,u,Agaricus bitorquis
e,f,f,n,,,f,c,n,g,e,,s,s,w,w,p,w,o,p,k,y,u,Agaricus bitorquis
e,f,f,g,,,f,c,n,n,e,,s,s,w,w,p,w,o,p,k,y,u,Agaricus bitorquis
e,f,f,g,,,f,c,n,g,e,,s,s,w,w,p,w,o,p,n,v,u,Agaricus bitorquis
e,x,f,g,,,f,c,n,p,e,,s,s,w,w,p,w,o,f,n,v,u,Agaricus bitorquis
e,s,f,g,,,f,c,n,p,e,,s,s,w,w,p,w,o,p,k,v,u,Agaricus bitorquis
e,x,f,n,,,f,c,n,n,e,,s,s,w,w,p,w,o,f,n,y,u,Agaricus bitorquis
e,x,f,n,,,f,c,n,g,e,,s,s,w,w,p,w,o,p,k,y,u,Agaricus bitorquis
e,f,f,g,,,f,c,n,p,e,,s,s,w,w,p,w,o,p,n,v,u,Agaricus bitorquis
e,x,f,n,,,f,c,n,g,e,,s,s,w,w,p,w,o,p,k,y,u,Agaricus bitorquis
e,s,f,g,,,f,c,n,p,e,,s,s,w,w,p,w,o,p,k,y,u,Agaricus bitorquis
e,s,f,g,,,f,c,n,p,e,,s,s,w,w,p,w,o,p,k,y,u,Agaricus bitorquis
e,f,f,n,,,f,c,n,p,e,,s,s,w,w,p,w,o,p,k,y,u,Agaricus bitorquis
e,s,f,n,,,f,c,n,g,e,,s,s,w,w,p,w,o,f,n,v,u,Agaricus bitorquis
e,s,f,n,,,f,c,n,g,e,,s,s,w,w,p,w,o,p,n,y,u,Agaricus bitorquis
e,f,f,g,,,f,c,n,g,e,,s,s,w,w,p,w,o,f,n,v,u,Agaricus bitorquis
e,f,f,g,,,f,c,n,p,e,,s,s,w,w,p,w,o,f,n,v,u,Agaricus bitorquis
e,s,f,g,,,f,c,n,n,e,,s,s,w,w,p,w,o,f,k,v,u,Agaricus bitorquis
e,x,f,g,,,f,c,n,g,e,,s,s,w,w,p,w,o,p,k,y,u,Agaricus bitorquis
e,x,f,g,,,f,c,n,n,e,,s,s,w,w,p,w,o,p,n,v,u,Agaricus bitorquis
e,x,f,n,,,f,c,n,n,e,,s,s,w,w,p,w,o,f,n,y,u,Agaricus bitorquis
e,x,f,n,,,f,c,n,p,e,,s,s,w,w,p,w,o,p,k,y,u,Agaricus bitorquis
e,s,f,g,,,f,c,n,p,e,,s,s,w,w,p,w,o,p,n,y,u,Agaricus bitorquis
e,f,f,g,,,f,c,n,n,e,,s,s,w,w,p,w,o,p,n,y,u,Agaricus bitorquis
e,x,y,w,t,l,f,c,b,g,e,,s,s,w,w,p,w,o,f,k,s,g,Agaricus arvensis
e,x,y,w,t,l,f,c,b,n,e,,s,s,w,w,p,w,o,p,k,s,m,Agaricus arvensis
e,x,y,w,t,a,f,c,b,n,e,,s,s,w,w,p,w,o,p,k,s,g,Agaricus arvensis
e,x,s,w,t,a,f,c,b,w,e,,s,s,w,w,p,w,o,f,n,n,w,Agaricus arvensis
e,x,s,w,t,a,f,c,b,w,e,,s,s,w,w,p,w,o,p,n,s,g,Agaricus arvensis
e,x,s,w,t,a,f,c,b,k,e,,s,s,w,w,p,w,o,f,k,s,m,Agaricus arvensis
e,x,s,w,t,l,f,c,b,w,e,,s,s,w,w,p,w,o,f,n,s,m,Agaricus arvensis
e,x,s,w,t,a,f,c,b,w,e,,s,s,w,w,p,w,o,f,n,n,m,Agaricus arvensis
e,x,s,w,t,l,f,c,b,n,e,,s,s,w,w,p,w,o,f,k,n,g,Agaricus arvensis
e,x,s,w,t,a,f,c,b,w,e,,s,s,w,w,p,w,o,p,k,n,w,Agaricus arvensis
e,x,s,w,t,l,f,c,b,w,e,,s,s,w,w,p,w,o,p,n,n,w,Agaricus arvensis
e,x,y,w,t,l,f,c,b,w,e,,s,s,w,w,p,w,o,p,n,s,w,Agaricus arvensis
e,x,s,w,t,l,f,c,b,n,e,,s,s,w,w,p,w,o,p,k,n,g,Agaricus arvensis
e,x,s,w,t,a,f,c,b,w,e,,s,s,w,w,p,w,o,p,n,s,g,Agaricus arvensis
e,x,s,w,t,a,f,c,b,k,e,,s,s,w,w,p,w,o,f,n,n,g,Agaricus arvensis
e,x,s,w,t,a,f,c,b,w,e,,s,s,w,w,p,w,o,f,n,s,m,Agaricus arvensis
e,x,s,w,t,l,f,c,b,w,e,,s,s,w,w,p,w,o,f,n,s,w,Agaricus arvensis
e,x,s,w,t,a,f,c,b,g,e,,s,s,w,w,p,w,o,f,n,n,m,Agaricus arvensis
e,x,y,w,t,a,f,c,b,g,e,,s,s,w,w,p,w,o,p,k,n,m,Agaricus arvensis
e,x,s,w,t,l,f,c,b,w,e,,s,s,w,w,p,w,o,f,n,s,g,Agaricus arvensis
e,x,s,w,t,a,f,c,b,w,e,,s,s,w,w,p,w,o,p,n,s,g,Agaricus arvensis
e,x,y,w,t,l,f,c,b,n,e,,s,s,w,w,p,w,o,f,n,n,w,Agaricus arvensis
e,x,y,w,t,a,f,c,b,n,e,,s,s,w,w,p,w,o,f,n,n,m,Agaricus arvensis
e,x,y,w,t,l,f,c,b,g,e,,s,s,w,w,p,w,o,p,n,n,g,Agaricus arvensis
e,x,y,w,t,a,f,c,b,n,e,,s,s,w,w,p,w,o,f,k,s,g,Agaricus arvensis
p,x,y,n,,p,f,c,n,n,e,,s,s,w,w,p,w,o,p,n,v,u,Agaricus californicus
p,x,y,n,,p,f,c,n,p,e,,s,s,w,w,p,w,o,p,n,s,u,Agaricus californicus
p,x,y,n,,p,f,c,n,p,e,,s,s,w,w,p,w,o,p,n,v,g,Agaricus californicus
p,x,y,w,,p,f,c,n,w,e,,s,s,w,w,p,w,o,p,n,s,g,Agaricus californicus
p,x,s,n,,p,f,c,n,n,e,,s,s,w,w,p,w,o,p,n,s,g,Agaricus californicus
p,x,s,n,,p,f,c,n,n,e,,s,s,w,w,p,w,o,p,n,v,g,Agaricus californicus
p,f,s,n,,p,f,c,n,n,e,,s,s,w,w,p,w,o,p,n,s,g,Agaricus californicus
p,x,s,w,,p,f,c,n,p,e,,s,s,w,w,p,w,o,p,n,s,g,Agaricus californicus
p,x,y,w,,p,f,c,n,w,e,,s,s,w,w,p,w,o,p,n,s,g,Agaricus californicus
p,x,y,n,,p,f,c,n,n,e,,s,s,w,w,p,w,o,p,n,v,g,Agaricus californicus
p,x,s,w,,p,f,c,n,n,e,,s,s,w,w,p,w,o,p,n,s,g,Agaricus californicus
p,x,y,w,,p,f,c,n,w,e,,s,s,w,w,p,w,o,p,n,v,g,Agaricus californicus
p,f,s,w,,p,f,c,n,n,e,,s,s,w,w,p,w,o,p,n,s,g,Agaricus californicus
p,f,y,n,,p,f,c,n,w,e,,s,s,w,w,p,w,o,p,n,v,g,Agaricus californicus
p,x,y,w,,p,f,c,n,w,e,,s,s,w,w,p,w,o,p,n,s,g,Agaricus californicus
p,x,s,n,,p,f,c,n,n,e,,s,s,w,w,p,w,o,p,n,s,g,Agaricus californicus
p,f,y,w,,p,f,c,n,w,e,,s,s,w,w,p,w,o,p,n,v,u,Agaricus californicus
p,f,s,w,,p,f,c,n,n,e,,s,s,w,w,p,w,o,p,n,s,g,Agaricus californicus
p,f,s,n,,p,f,c,n,n,e,,s,s,w,w,p,w,o,p,n,s,u,Agaricus californicus
p,f,s,w,,p,f,c,n,w,e,,s,s,w,w,p,w,o,p,n,s,g,Agaricus californicus
p,x,y,w,,p,f,c,n,n,e,,s,s,w,w,p,w,o,p,n,v,g,Agaricus californicus
p,x,s,w,,p,f,c,n,w,e,,s,s,w,w,p,w,o,p,n,v,u,Agaricus californicus
p,x,y,n,,p,f,c,n,w,e,,s,s,w,w,p,w,o,p,n,s,u,Agaricus californicus
p,f,y,w,,p,f,c,n,w,e,,s,s,w,w,p,w,o,p,n,s,u,Agaricus californicus
p,x,s,w,,p,f,c,n,w,e,,s,s,w,w,p,w,o,p,n,v,g,Agaricus californicus
p,b,f,n,f,n,f,c,n,w,e,,k,y,w,y,p,w,o,e,w,s,d,Lepiota clypeolaria
p,x,f,y,f,n,f,c,n,w,e,,k,y,w,y,p,w,o,e,w,s,d,Lepiota clypeolaria
p,x,f,n,f,n,f,c,n,w,e,,k,y,w,n,p,w,o,e,w,s,d,Lepiota clypeolaria
p,x,f,y,f,n,f,c,n,w,e,,k,y,w,y,p,w,o,e,w,s,d,Lepiota clypeolaria
p,x,y,n,f,n,f,c,n,w,e,,k,y,w,y,p,w,o,e,w,s,d,Lepiota clypeolaria
p,f,f,y,f,n,f,c,n,w,e,,k,y,w,n,p,w,o,e,w,s,d,Lepiota clypeolaria
p,f,f,n,f,n,f,c,n,w,e,,k,y,w,y,p,w,o,e,w,s,d,Lepiota clypeolaria
p,x,y,y,f,n,f,c,n,w,e,,k,y,w,n,p,w,o,e,w,s,d,Lepiota clypeolaria
p,b,f,y,f,n,f,c,n,w,e,,k,y,w,n,p,w,o,e,w,s,d,Lepiota clypeolaria
p,b,f,y,f,n,f,c,n,w,e,,k,y,w,y,p,w,o,e,w,s,d,Lepiota clypeolaria
p,f,f,n,f,n,f,c,n,w,e,,k,y,w,y,p,w,o,e,w,s,d,Lepiota clypeolaria
p,x,y,n,f,n,f,c,n,w,e,,k,y,w,y,p,w,o,e,w,s,d,Lepiota clypeolaria
p,x,y,y,f,n,f,c,n,w,e,,k,y,w,y,p,w,o,e,w,s,d,Lepiota clypeolaria
p,b,y,y,f,n,f,c,n,w,e,,k,y,w,y,p,w,o,e,w,s,d,Lepiota clypeolaria
p,x,f,n,f,n,f,c,n,w,e,,k,y,w,n,p,w,o,e,w,s,d,Lepiota clypeolaria
p,f,f,y,f,n,f,c,n,w,e,,k,y,w,n,p,w,o,e,w,s,d,Lepiota clypeolaria
p,f,y,y,f,n,f,c,n,w,e,,k,y,w,y,p,w,o,e,w,s,d,Lepiota clypeolaria
p,x,f,y,f,n,f,c,n,w,e,,k,y,w,y,p,w,o,e,w,s,d,Lepiota clypeolaria
p,k,f,n,f,n,f,c,n,w,e,,k,y,w,y,p,w,o,e,w,s,d,Lepiota clypeolaria
p,b,y,y,f,n,f,c,n,w,e,,k,y,w,y,p,w,o,e,w,s,d,Lepiota clypeolaria
p,x,f,y,f,n,f,c,n,w,e,,k,y,w,y,p,w,o,e,w,s,d,Lepiota clypeolaria
p,x,y,y,f,n,f,c,n,w,e,,k,y,w,n,p,w,o,e,w,s,d,Lepiota clypeolaria
p,f,y,y,f,n,f,c,n,w,e,,k,y,w,y,p,w,o,e,w,s,d,Lepiota clypeolaria
p,f,y,n,f,n,f,c,n,w,e,,k,y,w,n,p,w,o,e,w,s,d,Lepiota clypeolaria
p,k,y,n,f,n,f,c,n,w,e,,k,y,w,n,p,w,o,e,w,s,d,Lepiota clypeolaria
p,k,g,y,f,n,f,w,n,y,e,,s,s,y,y,p,y,o,e,w,,l,Lepiota lutea
p,b,g,y,f,n,f,w,n,w,e,,s,s,y,y,p,y,o,e,w,,w,Lepiota lutea
p,k,y,y,f,n,f,w,n,w,e,,s,s,y,y,p,y,o,e,w,,w,Lepiota lutea
p,f,g,y,f,n,f,w,n,w,e,,s,s,y,y,p,y,o,e,w,,l,Lepiota lutea
p,b,y,y,f,n,f,w,n,y,e,,s,s,y,y,p,y,o,e,w,,l,Lepiota lutea
p,k,y,y,f,n,f,w,n,w,e,,s,s,y,y,p,y,o,e,w,,l,Lepiota lutea
p,k,y,y,f,n,f,w,n,w,e,,s,s,y,y,p,y,o,e,w,,l,Lepiota lutea
p,k,y,y,f,n,f,w,n,y,e,,s,s,y,y,p,y,o,e,w,,w,Lepiota lutea
p,k,y,y,f,n,f,w,n,w,e,,s,s,y,y,p,y,o,e,w,,w,Lepiota lutea
p,c,y,y,f,n,f,w,n,w,e,,s,s,y,y,p,y,o,e,w,,l,Lepiota lutea
p,k,g,y,f,n,f,w,n,w,e,,s,s,y,y,p,y,o,e,w,,l,Lepiota lutea
p,b,y,y,f,n,f,w,n,w,e,,s,s,y,y,p,y,o,e,w,,l,Lepiota lutea
p,c,y,y,f,n,f,w,n,y,e,,s,s,y,y,p,y,o,e,w,,w,Lepiota lutea
p,f,g,y,f,n,f,w,n,y,e,,s,s,y,y,p,y,o,e,w,,w,Lepiota lutea
p,k,g,y,f,n,f,w,n,y,e,,s,s,y,y,p,y,o,e,w,,w,Lepiota lutea
p,c,g,y,f,n,f,w,n,y,e,,s,s,y,y,p,y,o,e,w,,w,Lepiota lutea
p,b,g,y,f,n,f,w,n,y,e,,s,s,y,y,p,y,o,e,w,,l,Lepiota lutea
p,f,y,y,f,n,f,w,n,y,e,,s,s,y,y,p,y,o,e,w,,l,Lepiota lutea
p,b,y,y,f,n,f,w,n,w,e,,s,s,y,y,p,y,o,e,w,,l,Lepiota lutea
p,c,g,y,f,n,f,w,n,y,e,,s,s,y,y,p,y,o,e,w,,w,Lepiota lutea
p,c,g,y,f,n,f,w,n,y,e,,s,s,y,y,p,y,o,e,w,,l,Lepiota lutea
p,k,g,y,f,n,f,w,n,y,e,,s,s,y,y,p,y,o,e,w,,w,Lepiota lutea
p,b,g,y,f,n,f,w,n,y,e,,s,s,y,y,p,y,o,e,w,,l,Lepiota lutea
